score_train,acc_test,prec_test,sens_test,spec_test,f1_scor,mserror,time,method
0.8263665594855305,0.7565543071161048,0.7064220183486238,0.7,0.7961783439490446,0.7031963470319634,0.24344569288389514,0.0050847530364990234,sgd
0.8263665594855305,0.7565543071161048,0.7064220183486238,0.7,0.7961783439490446,0.7031963470319634,0.24344569288389514,0.006892681121826172,sgd
0.8263665594855305,0.5880149812734082,0.0,0.0,1.0,0.0,0.41198501872659177,0.005919933319091797,sgd
0.8263665594855305,0.6441947565543071,0.6923076923076923,0.24545454545454545,0.9235668789808917,0.3624161073825503,0.35580524344569286,0.0072481632232666016,sgd
0.8263665594855305,0.7565543071161048,0.7064220183486238,0.7,0.7961783439490446,0.7031963470319634,0.24344569288389514,0.0054666996002197266,sgd
0.8263665594855305,0.7640449438202247,0.7043478260869566,0.7363636363636363,0.7834394904458599,0.7200000000000001,0.23595505617977527,0.0042972564697265625,sgd
0.8263665594855305,0.6966292134831461,0.7543859649122807,0.39090909090909093,0.910828025477707,0.5149700598802396,0.30337078651685395,0.004763364791870117,sgd
0.8263665594855305,0.7640449438202247,0.7043478260869566,0.7363636363636363,0.7834394904458599,0.7200000000000001,0.23595505617977527,0.004646778106689453,sgd
0.8263665594855305,0.7565543071161048,0.7064220183486238,0.7,0.7961783439490446,0.7031963470319634,0.24344569288389514,0.003573179244995117,sgd
0.8263665594855305,0.7640449438202247,0.7043478260869566,0.7363636363636363,0.7834394904458599,0.7200000000000001,0.23595505617977527,0.00555729866027832,sgd
0.8263665594855305,0.50187265917603,0.4497816593886463,0.9363636363636364,0.19745222929936307,0.6076696165191741,0.49812734082397003,0.004689216613769531,sgd
0.8263665594855305,0.7602996254681648,0.6885245901639344,0.7636363636363637,0.7579617834394905,0.7241379310344828,0.2397003745318352,0.005106449127197266,sgd
0.8263665594855305,0.7453183520599251,0.723404255319149,0.6181818181818182,0.8343949044585988,0.6666666666666667,0.2546816479400749,0.003541231155395508,sgd
0.8263665594855305,0.7640449438202247,0.7043478260869566,0.7363636363636363,0.7834394904458599,0.7200000000000001,0.23595505617977527,0.006162405014038086,sgd
0.8263665594855305,0.5880149812734082,0.0,0.0,1.0,0.0,0.41198501872659177,0.004753828048706055,sgd
0.8263665594855305,0.7640449438202247,0.7043478260869566,0.7363636363636363,0.7834394904458599,0.7200000000000001,0.23595505617977527,0.0067865848541259766,sgd
0.8263665594855305,0.7640449438202247,0.7043478260869566,0.7363636363636363,0.7834394904458599,0.7200000000000001,0.23595505617977527,0.005472421646118164,sgd
0.8263665594855305,0.7640449438202247,0.7043478260869566,0.7363636363636363,0.7834394904458599,0.7200000000000001,0.23595505617977527,0.005472421646118164,sgd
0.8263665594855305,0.7640449438202247,0.7043478260869566,0.7363636363636363,0.7834394904458599,0.7200000000000001,0.23595505617977527,0.005472421646118164,sgd
0.8263665594855305,0.7640449438202247,0.7043478260869566,0.7363636363636363,0.7834394904458599,0.7200000000000001,0.23595505617977527,0.005472421646118164,sgd
0.8263665594855305,0.7640449438202247,0.7043478260869566,0.7363636363636363,0.7834394904458599,0.7200000000000001,0.23595505617977527,0.005472421646118164,sgd
0.8263665594855305,0.7640449438202247,0.7043478260869566,0.7363636363636363,0.7834394904458599,0.7200000000000001,0.23595505617977527,0.00412297248840332,sgd
0.8263665594855305,0.7640449438202247,0.7043478260869566,0.7363636363636363,0.7834394904458599,0.7200000000000001,0.23595505617977527,0.0058095455169677734,sgd
0.8263665594855305,0.7640449438202247,0.7043478260869566,0.7363636363636363,0.7834394904458599,0.7200000000000001,0.23595505617977527,0.0042934417724609375,sgd
0.8263665594855305,0.7640449438202247,0.7043478260869566,0.7363636363636363,0.7834394904458599,0.7200000000000001,0.23595505617977527,0.006273031234741211,sgd
